127.0.0.1[Info] pid[5998][05-25 09:37:16 0.50251900]	Mysql Execute Query:["select id, good_title, short_title, good_pic, good_tag, good_price, good_tax, good_trade_type from goods where good_state = ?  limit ?, ?",["正常",8,4],false]
127.0.0.1[Info] pid[5998][05-25 09:37:16 0.50319700]	Mysql Execute Result:[{"id":13,"good_title":"新增产品123111111","short_title":"新增产品123","good_pic":"http:\/\/images.demo.com\/uploads\/product\/2018-05-15\/20180515133806.jpeg","good_tag":"新增产品123,新增产品124","good_price":0,"good_tax":0.17,"good_trade_type":"现货"},{"id":16,"good_title":"这里输入中文","short_title":"sfdsaf","good_pic":"http:\/\/images.520qiran.com\/uploads\/product\/96556270addcab53d1a72e2c763767cd-104255.jpg","good_tag":"[\"fdsafdsf\"]","good_price":0,"good_tax":0,"good_trade_type":"现货"},{"id":17,"good_title":"sfdsaf","short_title":"sfdsaf","good_pic":"http:\/\/images.520qiran.com\/uploads\/product\/96556270addcab53d1a72e2c763767cd-104255.jpg","good_tag":"fdsafdsf","good_price":0,"good_tax":0,"good_trade_type":"现货"},{"id":18,"good_title":"sfdsaf","short_title":"sfdsaf","good_pic":"http:\/\/images.520qiran.com\/uploads\/product\/96556270addcab53d1a72e2c763767cd-104255.jpg","good_tag":"fdsafdsf,fdafdsafdsfddddddd","good_price":0,"good_tax":0,"good_trade_type":"现货"}]
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78179500]	RedisCommands Args:["get","ApiLimit:good:info:127.0.0.1"]
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78292200]	RedisCommands Result:false
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78308900]	RedisCommands Args:["setex","ApiLimit:good:info:127.0.0.1",1,1]
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78356200]	RedisCommands Result:1
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78372600]	Mysql Execute Query:["select  id, good_title, short_title, good_pic, good_tag, good_price, good_tax, good_trade_type from goods where id = ?",[1],true]
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78459400]	Mysql Execute Result:{"id":1,"good_title":"这个是测试商品","short_title":"测试商品","good_pic":"http:\/\/images.demo.com\/uploads\/product\/2018-05-15\/20180515133900.jpeg","good_tag":"测试,商品","good_price":1000,"good_tax":0.17,"good_trade_type":"现货"}
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78477100]	Mysql Execute Query:["select good_desc, good_detail, good_pack_list, good_attention, good_delivery_region from goods_extends where good_id = ?",[1],true]
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78539700]	Mysql Execute Result:{"good_desc":"测试商品简介","good_detail":"<p>fdsafd1111111111<\/p><p>fdsaf<\/p><p>das<\/p><p>fd<\/p><p>saf<\/p><p>da<\/p><p>sf<img src=\"http:\/\/images.demo.com\/uploads\/product\/2018-05-16\/20180516130507.jpeg\" style=\"max-width: 100%;\"><\/p>","good_pack_list":"测试商品包装清单","good_attention":"测试商品注意事项","good_delivery_region":"上海市,,北京市"}
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78568800]	Mysql Execute Query:["select id, spec_title, spec_sn, stock, price from goods_spec where good_id = ?",[1],false]
127.0.0.1[Info] pid[5998][05-25 09:38:53 0.78625800]	Mysql Execute Result:[{"id":1,"spec_title":"规格1","spec_sn":12345678,"stock":100,"price":10000},{"id":2,"spec_title":"规格2","spec_sn":1234567890,"stock":50,"price":12000}]
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29368400]	RedisCommands Args:["get","ApiLimit:good:info:127.0.0.1"]
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29482100]	RedisCommands Result:false
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29498500]	RedisCommands Args:["setex","ApiLimit:good:info:127.0.0.1",1,1]
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29545200]	RedisCommands Result:1
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29564400]	Mysql Execute Query:["select  id, good_title, short_title, good_pic, good_tag, good_price, good_tax, good_trade_type from goods where id = ?",[2],true]
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29627700]	Mysql Execute Result:{"id":2,"good_title":"青意萱 青意宣 特大号落地紫砂陶瓷花盆红砂紫砂花盆 客厅花卉绿植粗砂花盆 口径19cm 大号","short_title":"青意萱 青意宣 特大号落地紫砂陶瓷花盆红砂紫砂花盆 客厅花卉绿植粗砂花盆 口径19cm 大号","good_pic":"http:\/\/m.kjshg.com\/Uploads\/Picture\/2016-05-18\/573bd174d95f2.jpg","good_tag":"标签一","good_price":2000,"good_tax":0,"good_trade_type":"现货"}
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29644900]	Mysql Execute Query:["select good_desc, good_detail, good_pack_list, good_attention, good_delivery_region from goods_extends where good_id = ?",[2],true]
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29707900]	Mysql Execute Result:{"good_desc":5,"good_detail":"","good_pack_list":3,"good_attention":2,"good_delivery_region":"1,上海市"}
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29722000]	Mysql Execute Query:["select id, spec_title, spec_sn, stock, price from goods_spec where good_id = ?",[2],false]
127.0.0.1[Info] pid[5998][05-25 09:39:29 0.29785000]	Mysql Execute Result:[{"id":3,"spec_title":"测试","spec_sn":123132,"stock":0,"price":0}]
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.17911000]	RedisCommands Args:["get","ApiLimit:good:info:127.0.0.1"]
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18055400]	RedisCommands Result:false
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18087400]	RedisCommands Args:["setex","ApiLimit:good:info:127.0.0.1",1,1]
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18128100]	RedisCommands Result:1
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18145800]	Mysql Execute Query:["select  id, good_title, short_title, good_pic, good_tag, good_price, good_tax, good_trade_type from goods where id = ?",[1],true]
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18213900]	Mysql Execute Result:{"id":1,"good_title":"这个是测试商品","short_title":"测试商品","good_pic":"http:\/\/images.demo.com\/uploads\/product\/2018-05-15\/20180515133900.jpeg","good_tag":"测试,商品","good_price":1000,"good_tax":0.17,"good_trade_type":"现货"}
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18229000]	Mysql Execute Query:["select good_desc, good_detail, good_pack_list, good_attention, good_delivery_region from goods_extends where good_id = ?",[1],true]
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18392400]	Mysql Execute Result:{"good_desc":"测试商品简介","good_detail":"<p>fdsafd1111111111<\/p><p>fdsaf<\/p><p>das<\/p><p>fd<\/p><p>saf<\/p><p>da<\/p><p>sf<img src=\"http:\/\/images.demo.com\/uploads\/product\/2018-05-16\/20180516130507.jpeg\" style=\"max-width: 100%;\"><\/p>","good_pack_list":"测试商品包装清单","good_attention":"测试商品注意事项","good_delivery_region":"上海市,,北京市"}
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18423000]	Mysql Execute Query:["select id, spec_title, spec_sn, stock, price from goods_spec where good_id = ?",[1],false]
127.0.0.1[Info] pid[5998][05-25 09:41:32 0.18474100]	Mysql Execute Result:[{"id":1,"spec_title":"规格1","spec_sn":12345678,"stock":100,"price":10000},{"id":2,"spec_title":"规格2","spec_sn":1234567890,"stock":50,"price":12000}]
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80202000]	RedisCommands Args:["get","ApiLimit:good:info:127.0.0.1"]
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80242600]	RedisCommands Result:false
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80258600]	RedisCommands Args:["setex","ApiLimit:good:info:127.0.0.1",1,1]
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80291300]	RedisCommands Result:1
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80318000]	Mysql Execute Query:["select  id, good_title, short_title, good_pic, good_tag, good_price, good_tax, good_trade_type from goods where id = ?",[1],true]
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80381400]	Mysql Execute Result:{"id":1,"good_title":"这个是测试商品","short_title":"测试商品","good_pic":"http:\/\/images.demo.com\/uploads\/product\/2018-05-15\/20180515133900.jpeg","good_tag":"测试,商品","good_price":1000,"good_tax":0.17,"good_trade_type":"现货"}
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80393200]	Mysql Execute Query:["select good_desc, good_detail, good_pack_list, good_attention, good_delivery_region from goods_extends where good_id = ?",[1],true]
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80450700]	Mysql Execute Result:{"good_desc":"测试商品简介","good_detail":"<p>fdsafd1111111111<\/p><p>fdsaf<\/p><p>das<\/p><p>fd<\/p><p>saf<\/p><p>da<\/p><p>sf<img src=\"http:\/\/images.demo.com\/uploads\/product\/2018-05-16\/20180516130507.jpeg\" style=\"max-width: 100%;\"><\/p>","good_pack_list":"测试商品包装清单","good_attention":"测试商品注意事项","good_delivery_region":"上海市,,北京市"}
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80463600]	Mysql Execute Query:["select id, spec_title, spec_sn, stock, price from goods_spec where good_id = ?",[1],false]
127.0.0.1[Info] pid[5998][05-25 09:41:39 0.80521600]	Mysql Execute Result:[{"id":1,"spec_title":"规格1","spec_sn":12345678,"stock":100,"price":10000},{"id":2,"spec_title":"规格2","spec_sn":1234567890,"stock":50,"price":12000}]
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.94548800]	RedisCommands Args:["get","ApiLimit:home:index:127.0.0.1"]
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.94596200]	RedisCommands Result:false
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.94622800]	RedisCommands Args:["setex","ApiLimit:home:index:127.0.0.1",1,1]
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.94668100]	RedisCommands Result:1
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.97480600]	RedisCommands Args:["get","ApiLimit:good:index:127.0.0.1"]
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.97563300]	RedisCommands Result:false
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.97590300]	RedisCommands Args:["setex","ApiLimit:good:index:127.0.0.1",1,1]
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.97636000]	RedisCommands Result:1
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.97674400]	Mysql Execute Query:["select count(*) as total from goods where good_state = ?",["正常"],true]
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.97811100]	Mysql Execute Result:{"total":12}
127.0.0.1[Info] pid[5998][05-25 09:41:43 0.97837000]	Mysql Execute Query:["select id, good_title, short_title, good_pic, good_tag, good_price, good_tax, good_trade_type from goods where good_state = ?  limit ?, ?",["正常",0,4],false]
